Region,,Spots,Review,Tema
인천,668,장화리 일몰조망지,68,전망대
인천,669,인천둘레길 1코스,0,둘레길
인천,670,용흥궁,38,"고궁,궁"
인천,671,계양산장미원,59,관광농원
인천,672,영흥도 하늘고래공원전망대,10,전망대
인천,673,원적산,19,산
인천,674,화개산전망대,4,전망대
전라도,675,전주한옥마을,210,"관광,명소"
전라도,676,전주동물원,945,동물원
전라도,677,무주덕유산리조트 관광곤도라,100,케이블카
전라도,678,채석강,122,"해수욕장,해변"
전라도,679,광한루원,394,문화유적
전라도,680,선유도,116,섬
전라도,681,한국도로공사 전주수목원,679,"수목원,식물원"
전라도,682,전주풍패지관,43,유적지
전라도,683,경암동철길마을,733,"관광,명소"
전라도,684,고창읍성,114,"산성,성곽"
전라도,685,선유도해수욕장,138,"해수욕장,해변"
전라도,686,마이산,103,산
전라도,687,새만금방조제,111,방조제
전라도,688,익산미륵사지,79,유적지
전라도,689,석정휴스파,14,온천
전라도,690,변산반도국립공원,43,국립공원
전라도,691,임실치즈테마파크,528,테마파크
전라도,692,아가페정원,155,관광농원
전라도,693,변산해수욕장,47,"해수욕장,해변"
전라도,694,대둔산케이블카,147,케이블카
전라도,695,경기전,249,"사당,제단"
전라도,696,덕유산,91,산
전라도,697,학원농장,68,관광농원
전라도,698,구시포해수욕장,25,"해수욕장,해변"
전라도,699,상하농원,469,관광농원
전라도,700,머루와인동굴,94,동굴
전라도,701,아원고택,35,"생가,고택"
전라도,702,익산 교도소 세트장,250,촬영지
전라도,703,국립변산자연휴양림,43,자연휴양림
전라도,704,고창 청보리밭,96,"관광,명소"
전라도,705,삼천2동막걸리골목,6,테마거리
전라도,706,내장산국립공원,93,국립공원
전라도,707,객사길,19,테마거리
전라도,708,모악산,43,산
전라도,709,지리산둘레길 주천-운봉,0,둘레길
전라도,710,호남제일문,2,문
전라도,711,전주향교,181,"향교,서당"
전라도,712,아담원카페,102,"수목원,식물원"
전라도,713,자만벽화마을,170,"관광,명소"
전라도,714,춘향테마파크,103,테마파크
전라도,715,진안홍삼스파,86,온천
전라도,716,장자도,74,섬
전라도,717,정읍쌍화차거리,36,테마거리
전라도,718,오목대,145,문화유적
전라도,719,격포해수욕장,41,"해수욕장,해변"
전라도,720,뱀사골계곡,15,계곡
전라도,721,왕궁리유적,79,종교유적지
전라도,722,구봉산,27,산
전라도,723,왕궁포레스트,286,"수목원,식물원"
전라도,724,강천산군립공원,114,군립공원
전라도,725,용담섬바위,7,바위
전라도,726,동호해수욕장,37,"해수욕장,해변"
전라도,727,달빛소리수목원,67,"수목원,식물원"
전라도,728,고산자연휴양림,54,자연휴양림
전라도,729,내장산케이블카,41,케이블카
전라도,730,풍남문,57,문
전라도,731,무주반디랜드,145,테마파크
전라도,732,모항해수욕장,85,"해수욕장,해변"
전라도,733,무주향로산자연휴양림,51,자연휴양림
전라도,734,운일암반일암,38,유원지
전라도,735,강천산,48,산
전라도,736,국립덕유산자연휴양림,20,자연휴양림
전라도,737,모래재 메타세콰이어길,23,드라이브코스
전라도,738,벽골제,38,유적지
전라도,739,전북특별자치도 대아수목원,34,"수목원,식물원"
전라도,740,섬진강댐 인증센터,3,자전거여행
전라도,741,정읍구절초지방정원,55,"관광,명소"
전라도,742,신시도,10,섬(내륙)
전라도,743,바래봉,31,산봉우리
전라도,744,미륵사지석탑,59,"탑,비석"
전라도,745,적벽강,21,"관광,명소"
전라도,746,고사포해수욕장,8,"해수욕장,해변"
전라도,747,지리산허브밸리,19,테마파크
전라도,748,국사봉 전망대,14,전망대
전라도,749,고군산군도,11,섬
제주도,750,올레길 7코스(서귀포-월평 올레),0,올레길
제주도,751,올레길 1코스(시흥-광치기 올레),0,올레길
제주도,752,올레길 6코스(쇠소깍-서귀포 올레),0,올레길
제주도,753,올레길 17코스(광령-제주원도심 올레),0,올레길
제주도,754,올레길 5코스(남원-쇠소깍 올레),0,올레길
제주도,755,올레길 10코스(화순-모슬포 올레),0,올레길
제주도,756,올레길 8코스(월평-대평 올레),0,올레길
제주도,757,올레길 18코스(제주원도심-조천 올레),0,올레길
제주도,758,올레길 20코스(김녕-하도 올레),0,올레길
제주도,759,올레길 16코스(고내-광령 올레),0,올레길
제주도,760,올레길 13코스(용수-저지 올레),0,올레길
제주도,761,올레길 19코스(조천-김녕 올레),0,올레길
제주도,762,올레길 2코스(광치기-온평 올레),0,올레길
제주도,763,올레길 12코스(무릉-용수 올레),0,올레길
제주도,764,올레길 14-1코스(저지-서광 올레),0,올레길
제주도,765,올레길 4코스(표선-남원 올레),0,올레길
제주도,766,올레길 3-A코스(온평-표선 올레),0,올레길
제주도,767,올레길 15-B코스(한림-고내 올레),0,올레길
제주도,768,올레길 14코스(저지-한림 올레),0,올레길
제주도,769,올레길 1-1코스(우도-올레),0,올레길
제주도,770,올레길 9코스(대평-화순 올레),0,올레길
제주도,771,올레길 15-A코스(한림-고내 올레),0,올레길
제주도,772,올레길 21코스,0,올레길
제주도,773,올레길 7-1코스(월드컵경기장-서귀포 올레),0,올레길
제주도,774,올레길 3-B코스(온평-표선 올레),0,올레길
제주도,775,올레길 18-1코스(추자도-올레),0,올레길
제주도,776,올레길 11코스(모슬포-무릉 올레),0,올레길
제주도,777,함덕해수욕장,1079,"해수욕장,해변"
제주도,778,성산일출봉,955,산봉우리
제주도,779,협재해수욕장,439,"해수욕장,해변"
제주도,780,카멜리아힐,1071,"수목원,식물원"
제주도,781,산방산,256,산
제주도,782,비자림,647,자연휴양림
제주도,783,용머리해안,348,"해수욕장,해변"
제주도,784,새별오름,733,오름
제주도,785,산방산탄산온천,437,온천
제주도,786,스누피가든,1530,테마파크
제주도,787,중문대포주상절리대,126,바위
제주도,788,천지연폭포,327,폭포
제주도,789,동쪽송당동화마을,79,"관광,명소"
제주도,790,9.81파크 제주,381,테마파크
제주도,791,사려니숲길,201,숲
제주도,792,비밀의숲,555,촬영지
제주도,793,동백포레스트,854,관광농원
제주도,794,쇠소깍,577,하천
제주도,795,신창풍차해안도로,142,드라이브코스
제주도,796,절물자연휴양림,287,자연휴양림
제주도,797,이호테우해수욕장,135,"해수욕장,해변"
제주도,798,한림공원,372,"수목원,식물원"
제주도,799,용두암,150,바위
제주도,800,김녕해수욕장,175,"해수욕장,해변"
제주도,801,금오름,817,오름
제주도,802,산굼부리,171,오름
제주도,803,한라수목원,320,"수목원,식물원"
제주도,804,천제연폭포,279,폭포
제주도,805,제주성읍마을,76,민속촌
제주도,806,섭지코지,178,바위
제주도,807,도두동무지개해안도로,607,드라이브코스
제주도,808,에코랜드테마파크,94,테마파크
제주도,809,월정리해수욕장,354,"해수욕장,해변"
제주도,810,만장굴,290,동굴
제주도,811,제주동백수목원,217,"수목원,식물원"
제주도,812,정방폭포,97,폭포
제주도,813,도두봉,386,오름
제주도,814,제주허브동산,244,관광농원
제주도,815,남원큰엉해변,249,"해수욕장,해변"
제주도,816,수월봉,133,오름
제주도,817,표선해수욕장,109,"해수욕장,해변"
제주도,818,중문색달해수욕장,61,"해수욕장,해변"
제주도,819,서귀포치유의숲,106,숲
제주도,820,서우봉,267,오름
제주도,821,한라산1100고지,51,산
제주도,822,금능해수욕장,151,"해수욕장,해변"
제주도,823,곽지해수욕장,333,"해수욕장,해변"
제주도,824,용눈이오름,105,오름
충청,825,월영산 출렁다리,170,"관광,명소"
충청,826,대천해수욕장,134,"해수욕장,해변"
충청,827,유기방가옥,721,"관광,명소"
충청,828,현충사,267,"사당,제단"
충청,829,천리포수목원,187,"수목원,식물원"
충청,830,해미읍성,245,"산성,성곽"
충청,831,아산스파비스,262,워터테마파크
충청,832,파라다이스스파도고,142,워터테마파크
충청,833,공산성,358,"산성,성곽"
충청,834,온양온천랜드,419,온천
충청,835,국립생태원,87,"관광,명소"
충청,836,만리포해수욕장,64,"해수욕장,해변"
충청,837,꽃지해수욕장,120,"해수욕장,해변"
충청,838,온양온천,13,온천
충청,839,상화원,127,"관광,명소"
충청,840,무창포해수욕장,234,"해수욕장,해변"
충청,841,삽교호관광지,34,"관광,명소"
충청,842,세계꽃식물원,252,"수목원,식물원"
충청,843,왜목마을해수욕장,288,"해수욕장,해변"
충청,844,논산선샤인랜드,155,테마파크
충청,845,왜목마을,53,"관광,명소"
충청,846,춘장대해수욕장,30,"해수욕장,해변"
충청,847,지중해마을,37,"관광,명소"
충청,848,안면도,15,섬
충청,849,천북굴단지,97,먹자골목
충청,850,안면도자연휴양림,34,자연휴양림
충청,851,신두리해안사구,168,"관광,명소"
충청,852,장항스카이워크,91,전망대
충청,853,궁남지,385,연못
충청,854,소노벨천안 오션어드벤처,356,워터테마파크
충청,855,몽산포해수욕장,41,"해수욕장,해변"
충청,856,예당저수지,38,저수지
충청,857,삽교호놀이공원,352,테마파크
충청,858,덕산싸이판온천,1,온천
충청,859,공주한옥마을,336,"관광,명소"
충청,860,마량리동백나무숲,98,숲
충청,861,마애여래삼존상,38,"불상,석불"
충청,862,계룡산,104,산
충청,863,신리성지,175,종교유적지
충청,864,무령왕릉,47,"릉,묘,총"
충청,865,신성리갈대밭,106,"생태보존,서식지"
충청,866,피나클랜드 수목원,483,"수목원,식물원"
충청,867,용봉산,72,산
충청,868,백제문화단지,155,관광단지
충청,869,석문방조제,23,방조제
충청,870,연포해수욕장,30,"해수욕장,해변"
충청,871,학암포해수욕장,53,"해수욕장,해변"
충청,872,부소산성,86,"산성,성곽"
충청,873,청산 수목원,305,"수목원,식물원"
충청,874,솔뫼성지,86,종교유적지
충청,875,신정호,70,저수지
충청,876,아름다운정원화수목,159,관광농원
충청,877,웅도,48,섬
충청,878,도고별장 스파피아,11,온천
충청,879,벌천포해수욕장,32,"해수욕장,해변"
충청,880,병천순대거리,19,먹자골목
충청,881,영인산자연휴양림,110,자연휴양림
충청,882,두정먹자골목,0,먹자골목
충청,883,삽교시장 곱창특화거리,4,먹자골목
충청,884,예당호 모노레일,82,"관광,명소"
충청,885,신정호관광단지,31,관광단지
충청,886,파도리해수욕장,215,"해수욕장,해변"
충청,887,운여해변,68,"해수욕장,해변"
충청,888,국립희리산해송자연휴양림,66,자연휴양림
충청,889,천호저수지,38,저수지
충청,890,온빛자연휴양림,196,자연휴양림
충청,891,대둔산도립공원,35,도립공원
충청,892,국립오서산자연휴양림,21,자연휴양림
충청,893,황금산,41,산
충청,894,보령충청수영성,111,"산성,성곽"
충청,895,국립용현자연휴양림,50,자연휴양림
충청,896,장항송림산림욕장,168,자연휴양림
충청,897,보령천북청보리밭,91,"관광,명소"
충청,898,은행나무길,174,테마거리
충청,899,칠갑산,45,산
