,title,link,description,bloggername,bloggerlink,postdate
1168,<b>군위 아미타여래삼존석굴</b>(2.17),https://blog.naver.com/jooyun11/223356697313,여러번 이곳을 방문했지만 전에는 이게 사자로 보이지 않았는데…… <b>군위</b> <b>삼존석굴</b> 주변 모습이다.... <b>석굴</b>은 지상 20m 지점에 4.25m 높이의 천연동굴 안에 <b>삼존</b>불을 모셨는데 가운데 본존불은 2.18m의 <b>아미타</b>불이... ,날마다 일상탈출,blog.naver.com/jooyun11,20240217
1169,2023. <b>군위</b> 답사 &lt;<b>아미타여래 삼존 석굴</b> 외&gt;,https://blog.naver.com/gunred/223230068854,군위에 다녀왔습니다. 돈 벌러 간 거라 많은 답사를 하진 못했고 아미타 여래 삼존 석굴이랑 몇 가지만... <b>군위 아미타여래 삼존 석굴</b> (군위 제2석굴암) <b>군위 아미타여래 삼존 석굴</b>에 다녀왔어요 당연히 문화재에... ,곰선생의 수업이야기,blog.naver.com/gunred,20231006
1170,<b>군위 아미타여래삼존석굴</b>,https://blog.naver.com/anan2021/223169209367,대구광역시 군위군 팔공산 자락 <b>군위 아미타여래삼존석굴</b> 참배에 나섰다. 문화재청에 등록된 이곳... 문화재청에서는 이 아미타여래삼존석굴에 대해 다음과 같이 설명해놓고 있다. 경상북도 군위군 팔공산... ,화로 위의 눈꽃송이,blog.naver.com/anan2021,20230729
1171,[<b>군위</b>] <b>아미타여래삼존석굴</b>_당일치기애견동반군위여행,https://blog.naver.com/choucreamchouchou/223239736946,토함산 석굴암 조성의 모태가 되었다. <b>군위 아미타여래삼존 석굴</b>&gt; 여행지 :대한민국 구석구석 (visitkorea.... 군위석굴암 #군위석굴 #원효대사석굴 #아미타여래삼존석굴애견동반 #삼존석굴애견동반... ,슈슈슈,blog.naver.com/choucreamchouchou,20231018
1172,제2석굴암 #<b>군위 아미타여래삼존석굴</b> 국보 제109호 #군위... ,https://blog.naver.com/keklove1009/223077839950,"군위에 있는 유명한 제2석굴암이 있는 <b>군위 아미타여래 삼존 석굴</b>을 보고 왔어요. 주말인데도 예전... 있는 군위 아미티여래삼존석굴,석조비로자나불상, 모전석탑을 비롯해 석탑재,건축용 석재들이 보존되어... ",sid 수지,blog.naver.com/keklove1009,20230418
1173,<b>군위 아미타여래삼존 석굴</b>,https://blog.naver.com/ebarineko/223090440936,가파른길~ 산신각 가는길 보인 풍경 작은바위틈사이 불상들~ 식당가기전 다리에서~ 그앞의 솔밭도~ 앞에 보이는 식당에서 간단히 점심먹고 한티재 넘어서 집으로 한티재~ #군위제2석굴암 #<b>군위아미타여래삼존석굴</b>,함께이기에 더 행복한~♡,blog.naver.com/ebarineko,20230501
1174,"<b>군위</b>여행(9.6일, 화본역~<b>아미타여래삼존석굴</b>~대율리 한밤마을... ",https://blog.naver.com/jhp5112/223204216236,3박4일 여행 마지막 날 귀갓길에 경북 <b>군위</b>군 이곳저곳을 돌아보았다. 팔공산 아랫동네 <b>군위</b>군은 대구... 자연<b>석굴</b> &quot;<b>아미타여래삼존석굴</b>&quot;은 신라의 <b>석굴</b> 사원으로 제2<b>석굴</b>암으로 유명하다. 경주 <b>석굴</b>암 보다... ,양정 길을 떠나다,blog.naver.com/jhp5112,20230906
1175,<b>군위</b> 팔공산 자락 <b>아미타여래삼존석굴</b>(제2<b>석굴</b>암),https://blog.naver.com/gomtn/222705860721,<b>석굴</b>암 구경도 하시고 비빔밥도 한그릇 드시고 가시면 완벽한 여행이 아닐까 생각합니다. #<b>석굴</b>암 #제2<b>석굴</b>암 #<b>군위</b> #팔공산<b>석굴</b>암 #<b>삼존</b>석불 #<b>군위아미타여래삼존</b>석불 #<b>아미타여래삼존</b>석불 #<b>군위</b>여행 #시골밥상,박영춘의 등산/트레킹/여행/맛집/캠핑 이야기,blog.naver.com/gomtn,20220420
1176,<b>군위</b> 가볼만한곳 <b>아미타여래삼존석굴</b> ~ 한밤마을과... ,https://blog.naver.com/star_hang/223156301675,오늘은 저번 비오는날 가보았던 <b>군위</b>여행지 중 한곳인 <b>아미타여래삼존석굴</b>암을 포스팅 해보려구요. 저희가 갔을땐 비가와서 이곳저곳 걷지 못한게 좀 아쉬운 <b>군위</b>여행코스였어요~ 가는길에 한밤마을이 있고... ,봄과같이 ☆ 별걸다,blog.naver.com/star_hang,20230714
1177,된 군위군에 있는 제2석굴암=<b>군위 아미타여래삼존 석굴</b>_2309,https://blog.naver.com/ggyuraphy_/223202566709,있었다 군위 삼존석굴 석조비로자나불좌상 경상북도 유형문화제 제258호 군위 삼존석굴... 따라 <b>군위 아미타여래 삼존 석굴</b>로 불린다. - 대세지보살 : 아미타불의 오른쪽에 있는 보살. 그 형상은 정수리에... ,RECORDING MY LIFE,blog.naver.com/ggyuraphy_,20230905
1178,(경북 군위) 팔공산 석굴암... <b>군위 아미타여래삼존 석굴</b>),https://blog.naver.com/btac228kc/222810127599,동굴에 불상을 모시고 있어서 제2<b>석굴</b>암이라 부르지만 정식 명칭은 <b>군위 아미타</b><b>삼존</b><b>여래</b> <b>석굴</b>입니다. 제2<b>석굴</b>암이 보이는 곳 앞에는 모전전탑이 있는데 원래는 저런 형태가 아니고 3층이었지만 태풍에 의해... ,궁궐 덕후의 여행 이야기,blog.naver.com/btac228kc,20220713
1179,<b>군위</b> 제2<b>석굴</b>암 국보 제109호 <b>아미타여래삼존석굴</b>,https://blog.naver.com/rin9041/222797828974,1949년 <b>군위</b> 우보면 보살들의 힘을 모아 재건한 것으로 현재는 1층 형태로 존재합니다. 그리고 좌측에는 비로전이 있습니다. 드디어 마주한 <b>아미타여래삼존석굴</b> 국보 제109호로 북쪽 천연 절벽의 자연 <b>석굴</b>에... ,리니짱의 트래블라이프,blog.naver.com/rin9041,20220702
1180,* 제2<b>석굴</b>암 * 대구 <b>군위</b> 팔공산 <b>아미타여래 삼존석굴</b> 아이랑... ,https://blog.naver.com/probangs8840/223399080163,"비석과 삼존석굴 석조비로자나불좌상이 있어용ㅎ 팔공산 석굴암은~ 북쪽 천연절벽의 자연석굴에 모셔져 있는 <b>군위 아미타여래삼존석굴</b> 1927년에 세상에 알려지면서 제2석굴, 군위석굴로 불리기시작함. 1962년... ",성쏘로그 :D,blog.naver.com/probangs8840,20240330
1181,"[과거] <b>군위</b> 여행 (이로운한우... <b>아미타여래삼존석굴</b>, 카페우즈)",https://blog.naver.com/kookbomap/222864971341,갔다 <b>군위 아미타여래삼존 석굴</b>과 모전 석탑 인증샷 한번 찍고 그 옆 비로전 인거 같은데... 절 한 번 올려드렸다 집으로 오는 길에 근처 이쁜 카페가 있다 해서 커피 한 잔 마시고 왔다 군위 카페 우즈... ,국보맵,blog.naver.com/kookbomap,20220903
1182,2023년 새해 첫날 나들이 <b>군위</b> 제2<b>석굴</b>암 <b>아미타여래삼존</b>... ,https://blog.naver.com/world1233/222972112138,"있는 <b>군위 아미타</b>래<b>여래삼존석굴</b>(국보 제109호).석조비로자나불상(경북 유형문화재 제258호),모전석탑(경북 문화재자료 제241호)를 비롯해 석탑재,건축용 석재등이 보존되어 있다. 비로전,산신각,요새채,선원등의... ",편안한부자 블로그,blog.naver.com/world1233,20230102
1183,<b>군위 아미타여래삼존 석굴</b> - 팔공산 석굴암,https://blog.naver.com/rokmc153/223379710072,"군우I 아미타여래삼존 석굴(국보), 석조비로자나불상(대구광역시 유형문화유산), 모전석탑(대구광역시... 제2석굴암으로 불렸으나 지 지금은 문화재 명칭에 따라 <b>군위 아미타여래 삼존 석굴</b>로 불리고 있다.... ",카메라둘러메고 대한민국구석구석,blog.naver.com/rokmc153,20240311
1184,대구 팔공산 군위 제2석굴암 <b>군위 아미타여래삼존 석굴</b>... ,https://blog.naver.com/wcsbk9299/223305569538,공간의 절은 아니지만 국가보물인 아미타여래 삼존불을 뵐 수 있는 곳이라 의미있는 순례지라 강추 입니다 대구 팔공산 제2석굴암 <b>군위 아미타여래삼존 석굴</b> 대구근교 가 볼 만한 곳 리뷰 읽어 주시어 감사 합니다,노년은 춘순처럼,blog.naver.com/wcsbk9299,20231228
1185,<b>군위 아미타여래 삼존석굴</b>( 제2석굴암),https://blog.naver.com/yny9988/223411052693,"제2<b>석굴</b>암은 대구광역시 <b>군위</b>군에 위치한 <b>석굴</b> 사원으로, 정식 명칭은 <b>군위</b><b>삼존석굴</b>입니다. 7세기... <b>삼존석굴</b>은 지상에서 약 20m 높이의 절벽에 위치하고 있으며, 내부에는 <b>아미타여래</b>불상과 좌우에 관음보살... ",흰구름 블로그,blog.naver.com/yny9988,20240410
1186,<b>군위</b>여행 가볼만한 곳 제2<b>석굴</b>암 아니고 <b>군위 아미타여래 삼존</b>... ,https://blog.naver.com/myhome_oncafe/223276908064,"건너서 군위삼존 석굴로 이동합니다. 동글이는 유아차도 가지고 갔는데요, 석굴을 볼 수 있는 장소까지는 유아차도 편하게 이동할 수 있어요. 주차장에서 도보로 이동하는, <b>군위 아미타여래삼존 석굴</b> 공영... ",우리집에 온 카페,blog.naver.com/myhome_oncafe,20231128
1187,"경북 <b>군위</b> 팔공산 <b>아미타여래 삼존 석굴</b>, 제2<b>석굴</b>암",https://blog.naver.com/nam1247/222690563559,불리는 아미타여래 삼존 석굴을 중심으로 왼쪽의 불전인 비로전과 오른쪽 통일신라시대의 것으로 추정되는 모전석탑 (경북 문화재 제241호)이 있다 <b>군위 아미타여래삼존 석굴</b> (국보제109호) 석굴은 지상 20m... ,길 손 남해석,blog.naver.com/nam1247,20220403
1188,대구 근교 가볼만한 곳 / <b>군위 아미타여래삼존석굴</b>[제2석굴암]... ,https://blog.naver.com/kimsojang89/222868188779,ㅎ ㄷ ㄷ 오늘은~~ 눈누난나 김소장이 한 번씩 다녀오는 <b>군위</b> 부계면에 위치한 <b>아미타여래삼존석굴</b>(제2<b>석굴</b>암)모습을 사진으로 담아왔습니다. 같이 공유해 보아요~^^ 차로 한 30분 정도 밖에 걸리지 않아 한... ,김소장과 함께하는 행복만들기 010.9299.8250,blog.naver.com/kimsojang89,20220906
1189,[<b>군위</b>]'제 2의 <b>석굴</b>암'으로... 제109호 <b>아미타여래 삼존석굴</b>... ,https://blog.naver.com/htmlsy/222860412049,"<b>석굴</b>암 속 <b>아미타여래삼존</b>이 잘 보이지 않는다. <b>석굴</b> 높이 4.25m, 본존상 2.18m, 우협시보살상 1.92m, 좌협시보살상 1.8m. 7세기 중엽~말엽 경에 <b>군위</b> 지역의 신라인들이 천연 절벽의 거대한 자연 암벽에 생성된... ",여유와 행복,blog.naver.com/htmlsy,20220828
1190,"가볼만한 곳, 군위 제2석굴암(<b>군위 아미타여래 삼존 석굴</b>)",https://blog.naver.com/tobi4788/223103088017,"팔공산 자락에 위치하고 있는 군위 제2석굴암. 성서 끄트머리인 우리집에서도 새로 생긴... 닫혀진 석굴 오르는 길. 경주 석굴암에 이은 통칭 제2석굴암이지만, 정식 명칭은 <b>군위 아미타여래 삼존 석굴</b>이라고... ",타이어데이즈 대구 휠&타이어전문,blog.naver.com/tobi4788,20230516
1191,"석굴사원의 효시, <b>군위 아미타여래삼존석굴</b>",https://blog.naver.com/dwyun60/223392513714,"이러한 정토사상을 가장 먼저 신라에 도입한 원효대사의 자취와 그 뜻을 <b>군위</b>의 <b>아미타여래삼존석굴</b>에서 어렴풋이 짐작해 볼 수 있다. 특히 석가모니가 깨달음을 얻는 순간을 상징하며, 손가락으로 땅을 짚은... ",옛책의 香氣 [書卷氣 文字香],blog.naver.com/dwyun60,20240323
1192,군위 여행 코스 혜원의집 화본역 <b>군위 아미타여래 삼존석굴</b>... ,https://blog.naver.com/mowgli_euny/223381120499,"정식명칭은 #<b>군위아미타여래삼존석굴</b> 무려 국보 제109호이다. 경주 석굴암보다 100여년전에 먼저 만들어진 석굴이라고. 군위 삼존석굴 석조비로자나불좌상 사찰은 고요했고, 석굴이 있는 절벽의 모습에... ",slowly but surely,blog.naver.com/mowgli_euny,20240312
1193,[014] <b>군위 아미타여래 삼존석굴</b>,https://blog.naver.com/dawn129/222991245391,&quot;<b>군위 아미타여래 삼존석굴</b> (국보 제109호)&quot; 국보라는데? 솔깃하구먼? 이럴 때는 남편과 의견이 잘... 별명이 제2석굴암이래. 제2석굴암이라고? 처음 듣는데? 너도 알고 나도 아는 경주 불국사 석굴암 말고 우리... ,인생의별-,blog.naver.com/dawn129,20230122
1194,[군위가볼만한곳] 제2석굴암... <b>군위 아미타여래 삼존석굴</b>... ,https://blog.naver.com/3768446/222898705802,"팔공산 석굴암에서 모전석탑, 석조비로자나불좌상, <b>군위 아미타여래 삼존석굴</b> 등의 문화재를 만날 수 있다. #군위아미타여래 #석조비로자나불좌상 군위 삼존석굴 비로자나불좌상 군위 삼존석굴 비로자나불... ",inmymind,blog.naver.com/3768446,20221012
1195,<b>군위 아미타여래삼존 석굴</b>과 팔공산 석굴암,https://blog.naver.com/nko0124/223197105625,"군위 삼존석굴 석조비로자나불좌상(경북유형문화재 제258호). <b>군위 아미타여래삼존 석굴</b>은 통일신라... 본존 아니타여래, 협시보살인 대세제보살, 관세음보살. 군위 삼존석굴 모전석탑(경북문화재자료... ",맑은 강산의 사진일기,blog.naver.com/nko0124,20230902
1196,<b>군위</b> 팔공산 한바퀴 국보 제109호 <b>아미타여래삼존석굴</b> '제... ,https://blog.naver.com/doehoi/223234501565,'제 2<b>석굴</b>암' 제 국보 109호 <b>아미타여래삼존석굴</b> 주소 : 대구광역시 <b>군위</b>군 부계면 남산리 1477 국보 제 109호 제2<b>석굴</b>암 팔공산에 가족끼리 밥먹고 드라이브도 할 겸 왔다가 마침 어릴 적 부모님이 너랑 오빠랑... ,도이호이log,blog.naver.com/doehoi,20231012
1197,"복수초군락(경북 팔공산),<b>군위 아미타여래 삼존석굴</b>(2023.03.11)",https://blog.naver.com/kis82828/223041678721,성곽을 걷는길이라서 올라가서 걸으니 만났다. 그래서 더 좋았다.~~~~ <b>군위 아미타여래 삼존석굴</b> 층계로 올라가서 보는건 보호를 위해 굳게 잠겨있었다. 석굴암보다 100년전에 만들어졌다고함 제2의 석굴암,별빛의 꿈......,blog.naver.com/kis82828,20230311
1198,국보 제109호 <b>군위 아미타여래삼존석굴</b>,https://blog.naver.com/poetonstreet/223172162869,"#국보제109호 #군위삼존석굴 #<b>군위아미타여래삼존석굴</b> #아미타여래삼존석굴 #삼존석굴 #제2석굴암 한때는 제법 큰 휴게소와 주유소가 있었던 곳이라 주차장이 제법 널찍하다. &lt;2020.10.14 촬영, 경상북도... ",부산 아재의 역사이야기 by 적연(寂沿),blog.naver.com/poetonstreet,20230802
1199,경주석굴암 석굴보다 100년... 대구 <b>군위 아미타여래삼존 석굴</b>,https://blog.naver.com/cherish0s2/223414573985,<b>군위 아미타여래삼존 석굴</b>은 팔공산 연봉 북쪽 기슭에 있는 석굴이에요. 경주 석굴암 석굴보다 100년... 많은데 군위는 처음 방문 했기 때문에 꼭 가보고싶었는데 조금 실망감이 들었어요. 아미타여래삼존 석굴이... ,Je me souviens,blog.naver.com/cherish0s2,20240413
1200,대구 시지 맛집: <b>신매광장</b> 고기집은 상구네돼지구이,https://blog.naver.com/lillijy00/223381429081,대구 시지 맛집: <b>신매광장</b> 고기집은 상구네돼지구이 시지 <b>신매광장</b> 고기 맛집으로 알려진 상구네... 주말 뿐 아니라 주중 저녁시간대에는 웨이팅 있는 시지 광장 맛집이니 일찍가서 여유롭게 즐기면 좋아요... ,매일 여행 같은 하루,blog.naver.com/lillijy00,20240312
1201,대구 시지 맛집 <b>신매광장</b> 핫플 등극 상구네돼지구이,https://blog.naver.com/dladkdus365/223365317957,시지 광장에 요즘 새로운 것들이 많이 생기고 있어요. 요기 원래 벽우 자리인데 벽우가 사라지고... 수성구 신매로19길 74 ☎️전화번호:0507-1343-3992 ⏰영업시간 : 매일 16:00 - 24:00 주차장 : X (<b>신매광장</b>공용주차장),오늘만 살자 ^______^,blog.naver.com/dladkdus365,20240226
1202,대구 시지 점심 맛집 <b>신매광장</b> 소찌개 정성숯불한우,https://blog.naver.com/blossomtori/223410947136,여기는 간판 이름처럼 한우전문점인데 낮에는 다양한 점심특선을 먹을 수 있는 <b>신매광장</b> 소찌개 식당이라 한식 러버인 제가 그냥 지나칠 수가 없었습니다. 지하철 2호선 신매역 5번 출구로 나오면 필수장터... ,블러썸토리의 미식여행,blog.naver.com/blossomtori,20240409
1203,대구 시지 맛집 <b>신매광장</b> 줄서는 상구네 돼지구이,https://blog.naver.com/lovely80popo/223379374793,대구 수성구 신매로19길 74 매일 16:00-24:00 연중무휴 주차 공영주차 네이버 예약 이벤트 중 하이볼 or 파인애플 샤베트 (3.31까지) 외부&amp;주차 정보 위치는 <b>신매광장</b> 쪽에 공영주차장 근처여서 전 여기에 주차하고... ,프로잡러 포포,blog.naver.com/lovely80popo,20240311
1204,<b>신매 광장</b> 맛집 카페동이 시지점,https://blog.naver.com/soranida/223243239176,오늘도 어김없이 먹방 데이트  <b>신매광장</b>맛집 카페동이 시지점 대구 수성구 신매로16길 56 상가 1층 매일 11:00~21:00 브레이크 타임 14:30~16:30 (라스트 오더 20:30) 한 끼를 먹어도 허투루 먹지 않는 우리 쩝쩝박사... ,SUJIN's World,blog.naver.com/soranida,20231022
1205,대구 시지 <b>신매광장</b> 냉동삼겹살 맛집 쌍팔쟁반,https://blog.naver.com/himj900/223359524469,대구 수성구 신매동 <b>신매광장</b>에 위치 한 쌍팔쟁반입니다 근데 간판에 쌍팔의 불빛은 어디로 갔을까요?? 주차장은 따로 없으며 가게 앞 혹은 인근 골목이나 도보 2분 거리에 있는 신매2 공영 주차장을 이용하시면... ,밍로그,blog.naver.com/himj900,20240220
1206,수성구 <b>신매광장</b> 점심 고깃집 정성숯불한우 소찌개,https://blog.naver.com/syt2770/223406641478,2호선 신매역 5번 출구에서 256m 거리에 있고 도보로 4분 정도 걸렸습니다 버스를 타시면 <b>신매광장</b>에서 내리면 됩니다 매장 앞 4대 정도 주차가 가능하고 <b>신매광장</b> 공영주차장도 넓어서 편리했어요 매장은 1... ,연두의 맛있는 하루 ʕ·ᴥ·ʔ,blog.naver.com/syt2770,20240405
1207,대구 시지밥집 카페동이 시지점 <b>신매광장</b> 시장 맛집,https://blog.naver.com/sskmthjh1309/223424375071,"고산도서관 뒤 쪽 골목, 신매시장 안쪽에 위치한 카페동이 시지점. 서비스도 좋고 맛있어서 맛있는 밥 먹고 싶을 때 방문하는 <b>신매광장</b> 맛집~! ✔️ 영업시간 : 11시 ~ 21시 (B.T.14:30~16:30 / L.O.20:30) ✔️ 포장, 배달... ",신경쓴 나의 하루,blog.naver.com/sskmthjh1309,20240423
1208,대구 <b>신매광장</b> 맛집 치맥킹 야구 보기 좋은 시지 술집,https://blog.naver.com/zuriri/223412529773,외부 시설 안내 주차장 안내 신매역 5번 출구에 나와 <b>신매광장</b>에 있는 치맥킹 도보 5분이면 도착할 정도로 접근이 용이해요 주차도 도로가에 자리가 있으면 가능하고 치맥킹 대각선에 신매 1 공영주차장이... ,오늘의 쥬리,blog.naver.com/zuriri,20240411
1209,대구 시지 <b>신매광장</b> 맛집 숙성 돼지고기... ,https://blog.naver.com/hae1922/223394589694,추천드려요^^ #시지돼지고기맛집 #시지맛집 #<b>신매광장</b>맛집 #<b>신매광장</b>고기집 #<b>신매광장</b>돼지고기 #<b>신매광장</b>삼겹살 #시지삼겹살 #시지광장맛집 이 글은 리뷰노트를 통하여 본 업체로부터 제품 또는 서비스를... ,달코의 여행,blog.naver.com/hae1922,20240325
1210,<b>신매광장</b> 맛집 평화김해뒷고기 시지점,https://blog.naver.com/project0609/223277895612,금요일 7시 필라테스 끝나고 엄마랑 같이 한신포차 자리에 새로 생긴 <b>신매광장</b> 맛집 평화김해뒷고기... 맛있는거는 두번 더 보시고ㅎㅎㅎㅎ <b>신매광장</b> 맛집 평화김해뒷고기 집은 맛있게 먹는법이 있네요... ,허노리,blog.naver.com/project0609,20231129
1211,<b>신매광장</b>맛집 치맥킹 연휴전날은 치맥이죠,https://blog.naver.com/skybluewa/223411446638,"즐겼어요 <b>신매광장</b>맛집 치맥킹 시지사월점 주소 : 대구 수성구 신매로19길 10 시간 : 매일 16:00-02:00 01:00 라스트오더 전화번호 : 053-791-9918 신매역 5번 출구에서 396m 거리에 있습니다 버스, 지하철 대중교통... ",멋진여자미니의 행복이야기,blog.naver.com/skybluewa,20240411
1212,대구 시지 맛집 <b>신매광장</b> 횟집 생각날 땐 모일회,https://blog.naver.com/iamblueeu/223420701828,수성못까지는 멀다고 해서 부모님과 저희 회사 중간인 신매에서 점심 식사하기로 했어요. 신선한... 느낌 ~ <b>신매광장</b> 쪽이라 따로 주차장은 없고 광장 안 공영주차장에 주차하시면 됩니다. 메뉴판도 찍지... ,오늘도 놀꼬밍,blog.naver.com/iamblueeu,20240419
1213,[2차 자전거 국토 종주] ① 북한강 자전거길/밝은<b>광장</b>-<b>신매</b>대교,https://blog.naver.com/go-santiago/223375683902,"북한강 자전거길 코스정보 밝은 <b>광장</b> – 샛터삼거리 – 경강교 – 춘천 <b>신매</b>대교 전체거리 종주노선 70.4km, 우회노선 27.1km 예상시간 4시간 40분 난이도 ●●○○○ (左) 새로 시작하는 「국토종주 자전거길... ",달려라 산포,blog.naver.com/go-santiago,20240307
1214,대구 시지맛집 / <b>신매광장</b> 맛집 상구네돼지구이 시지광장점,https://blog.naver.com/ss_jung_/223419198337,"시지 삼겹살 맛집 상구네돼지구이 시지광장점 ● 주소/ 대구광역시 수성구 신매로 19길 74, 1층... 상구네돼지구이시지광장점 #시지상구네돼지구이 #<b>신매광장</b>맛집 #대구<b>신매광장</b>맛집 #시지고기집",또댱_zip ღ,blog.naver.com/ss_jung_,20240418
1215,<b>신매광장</b> 맛집 치맥킹 대구 시지 술집,https://blog.naver.com/yoojinjeong/223371210046,"위치 신매역 5번 출구에서 나와 스타벅스 쪽으로 직진하여 골목길로 들어오시면 <b>신매광장</b> 도입부에 있어요! 주차하시려면 신매 1공영주차장, 신매 2공영주차장 이용하셔야 해요! 공영주차장 이용 시간은 10시... ",뷰티밖에 모르는 MD출신 추천템,blog.naver.com/yoojinjeong,20240302
1216,조혈모세포 기증 신청 후기_헌혈의집 <b>신매광장</b>센터,https://blog.naver.com/herzsoundz/223421152775,그래서 바로 실행에 옮겼답니다 후후  헌혈의집 <b>신매광장</b>센터 주소 : 대구광역시 수성구 달구벌대로 3204-1 석진빌딩 2층 평일 : 10:00 - 19:00 토요일 : 10:00-18:00 주차 : 신매공영주차장주차권 지원 가능  운영시간... ,보배로운 보랭이의 일상,blog.naver.com/herzsoundz,20240420
1217,대구 수성구 스시 맛집 <b>신매광장</b> 토리모찌,https://blog.naver.com/jyj-0/223412231578,"수성구 신매동에 위치한 <b>신매광장</b> 맛집인 토리모찌에 다녀왔습니다. 소개해 드릴게요. 대구 수성구 신매로4길 6 053-794-9571 매일 11:30~22:00 포장, 배달, 주차, 단체석, 예약 위치 및 주차 이곳은 신매공원, 욱수성당... ",루나제이의 달빛여행,blog.naver.com/jyj-0,20240411
1218,<b>신매광장</b> 맛집 대구 시지 삼겹살은 홍림막창,https://blog.naver.com/himj900/223384188760,대구 수성구 신매동에 위치 한 홍림막창입니다 대중교통 버스 이용 시 <b>신매광장</b>앞 버스정류장에서 도보 1분 거리에 있습니다 지하철 이용 시 2호선 신매역 5번 출구에서 도보 3분 거리에 있어요 주차장은 따로... ,밍로그,blog.naver.com/himj900,20240315
1219,수성구 시지 <b>신매광장</b> 고깃집 냉삼 생고기 맛집 유쾌한경자씨,https://blog.naver.com/syt2770/223411786385,냉삼과 생고기가 맛있는 수성구 <b>신매광장</b> 인근에 위치한 고깃집 유쾌한경자씨에서 데이트 했어요... 시지신매점 주소: 대구 수성구 고산로 123 . 1-13동 6호 / 매호동 1331 영업: 매일 16:00 ~ 23:00 라스트 오더: 22:30... ,연두의 맛있는 하루 ʕ·ᴥ·ʔ,blog.naver.com/syt2770,20240410
1220,수성구 <b>신매광장</b> 보드게임카페 해피해피,https://blog.naver.com/hanajuni21/223194558060,수성구 보드게임카페 아이들이랑 <b>신매광장</b> HAPPY HAPPY ■방문일 : 2023.8. 토요일 한번 만나면 헤어지려고 하질 않는다. 커피 마시고 밥 먹고 9시가 다 되었는데도 결국.. 보드게임카페로.. <b>신매광장</b>에 새로 생긴... ,오늘도 행복 한 스푼 ♪,blog.naver.com/hanajuni21,20230827
1221,"시지맛집 정성숯불한우, <b>신매광장</b> 분위기 좋은 소고기 한우... ",https://blog.naver.com/chl1637/223193083040,"있음 신매역 광장쪽은 먹자골목만큼이나 많은 식당과 술집, 카페로 가득 그럼에도 불구하고 한우나... 은근 <b>신매광장</b>에 점심 먹을만한 게 김밥?정도라 아쉬웠는데 좋아요 몸 좀 나아지고나서 바로 남편이랑... ","오늘의 발견,",blog.naver.com/chl1637,20230825
1222,대구 시지 맛집 육즙 가득 상구네돼지구이 시지광장점 <b>신매광장</b>... ,https://blog.naver.com/d7685/223395047659,상구네돼지구이 시지광장점은 시지 아파트들이 모여있는 <b>신매광장</b> 공영주차장 바로 앞에 새로 생긴 대구 시지 맛집이에요. 영업시간은 오후 4시부터 저녁 12시까지 운영하고 있어 저녁시간 가족 나들이는 물론... ,행복을 공유하는 애교부부,blog.naver.com/d7685,20240325
1223,"양대창 전골, 단체 모임 하기 좋은 양대창 <b>신매 광장</b> 맛집",https://blog.naver.com/nara6194/223206635068,"광장 맛집이 많지만 정성숯불한우는 한우, 전골, 양대 창 등 회식, 단체 모임 하기 좋은 술안주들이라 친구들과 재방문 각 잡아봅니다 #<b>신매광장</b>맛집 #시지술집 #시지광중술집 #신매술집 #시지한우 #신매역맛집",사 로 잡 아 요♥,blog.naver.com/nara6194,20230909
1224,대구 삼겹살 오마카세 시지 <b>신매광장</b> 맛집 홍림막창,https://blog.naver.com/nang0e/223340905503,"시지 <b>신매광장</b> 고기맛집 홍림막창 고! 주소: 대구 수성구 신매로 19길 56, 1층 번호: 0507-1354-7225 영업시간: 매일 16:00~01:00 신매역 도보 5번 출구에서 도보 3분거리 시지 2 공영주차장 바로 앞 주차장 바로 앞에... ",30대 아주미의 일상,blog.naver.com/nang0e,20240201
1225,경산 시지 <b>신매 광장</b> 맛집 정성숯불한우,https://blog.naver.com/juneyoup1/223221545441,경산 시지 <b>신매 광장</b> 맛집인 정성숯불한우입니다. 정성숯불한우 양대창 전골 대구광역시 수성구 신매... 제공받고 작성된 컨텐츠입니다. #정성숯불한우 #경산맛집 #경산시지맛집 #<b>신매광장</b>맛집 #시지광장맛집,프랭키의 Happy Life,blog.naver.com/juneyoup1,20230925
1226,"주차장 방문 후기 (신매역, <b>신매광장</b>, 신매시장 근처 주차장 소개)",https://blog.naver.com/ghkdwo1234/223309733842,"오늘은 신매역, <b>신매광장</b>, 신매시장, 시지근린공원, 누리 어린이공원 등 근처에 주차할 때 이용하실 수 있는 공영 주차장들을 소개해 드리겠습니다. 신매1, 신매2 공영 주차장 2호선 신매역에서 가장 가깝고... ",빵꺽이의 경제적 자유를 위한 인생 여행,blog.naver.com/ghkdwo1234,20240102
1227,대구 시지 맛집 상구네돼지구이 <b>신매광장</b> 고기집 삼겹살,https://blog.naver.com/hongstar01/223373450465,아따라야~~~ 기가멕히고 코오가 멕히고 (응 비염인가) 대구 시지 맛집 <b>신매광장</b> 고기집 삼겹살 암튼 요새... 광장쪽에 있어서 방문하기 너무 좋고 아파트 근처니까 ㅋㅋ 주민분들 편히 걸어서 오셔서 소주도 한잔... ,홍별이는 블로거'지'요,blog.naver.com/hongstar01,20240305
